Date,Weight,Nutrition,Exercise,Sleep,Hygiene,Food,source_file,source_sheet,Date_raw
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Soup,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,2 Chewing gum,12200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-05-27,146.2,2 Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45804
,,Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Soup,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,6 Chewing gum,6500 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Keto nuts crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Frank Sauce Shredded chicken,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-05-28,147.2,Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45805
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Soup,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,13800 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,7 Chewing Gum,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-05-29,146.2,Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45806
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-05-30,146,2 Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45807
,,3 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,2 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Wings,12300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-05-31,144.2,2 Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45808
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Rajma Gravy,12500 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Paneer Matar Masala,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Rice,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Potato Gravy,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-01,143.8,Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45809
,,3 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,8 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Wings,10300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 BBQ Chicken Skewers,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-02,145,2 Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45810
,,3 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,14000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-03,143.6,2 Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45811
,,3 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,11700 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Veggie Protein Crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Goujon,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Club Tropical,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,4 Mutton Chops,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-04,144.2,Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45812
,,2 Electrolyte Drink,100 Shoulder Press,22:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,4 Mutton Chops,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-05,142.2,2 Black Coffee,60 Bicep Curls,06:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45813
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,10600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,2 Veggie Crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Bites,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cookie Protein Bar,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Club Tropical,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-06,143.4,Black Coffee,60 Bicep Curls,09:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45814
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,30 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,5 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,13400 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Club Tropical,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Pizza,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Magnum Almond,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-07,144,Black Coffee,100 Bicep Curls,08:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45815
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 Brazil Nuts,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,6 Chicken Drumsticks,100 Punch,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,,15600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-08,142.8,2 Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45816
,,2 Electrolyte Drink,60 Shoulder Press,22:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,35 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,30 Cashews,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,3 Brazil Nuts,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,20200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,6 Chicken Drumsticks,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-09,143.6,Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45817
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,70 Cashews,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach and Kale,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,11200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-10,143.4,Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45818
,,Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach and Kale,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Fanta Apple Flavour,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Sprite Zero,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-11,142.8,2 Black Coffee,80 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45819
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,43 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach and Kale,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,80 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,,10200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-12,142,2 Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45820
,,2 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach and Kale,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,,10200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-13,141.8,Black Coffee,60 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45821
,,3 Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,25 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach and Kale,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,6 Chicken Drumsticks,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Veggie Protein Crunch,15400 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Sprite Zero,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-14,140.2,2 Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45822
,,3 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,45 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,6 Chicken Drumsticks,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Vitamin Water,16300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Sprite Zero,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-15,140.6,2 Black Coffee,60 Bicep Curls,07:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45823
,,3 Electrolyte Drink,60 Shoulder Press,23:59:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,,10800 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-16,140,Black Coffee,100 Bicep Curls,06:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45824
,,3 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,,10900 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-17,139.8,2 Black Coffee,60 Bicep Curls,08:05:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45825
,,3 Electrolyte Drink,60 Shoulder Press,22:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Curd,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,13600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-18,139.6,Black Coffee,60 Bicep Curls,06:20:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45826
,,Electrolyte Drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,06:45:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,10:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Curd,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,12400 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,7 up pink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Nankhatai,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Siu Mai Dumplings,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-19,140,2 Black Coffee,60 Bicep Curls,Wake up: 06:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45827
,,2 Electrolyte Drink,60 Shoulder Press,Eating start: 06:30,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,Eating end: 11:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,20 Almonds,60 Single Arm Row,Sleep: 22:45,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,1 Mutton Chops,14600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
2025-06-20,138.6,Black Coffee,60 Bicep Curls,Wake up: 06:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,45828
,,2 Electrolyte Drink,60 Shoulder Press,Eating start: 06:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Cod Liver Oil,60 Lateral Raises,Eating end: 20:30,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,65 Almonds,60 Single Arm Row,Sleep: 22:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
,,4 Mutton Chops,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine,
