Date,Weight,Nutrition,Exercise,Sleep,Hygiene,Food,source_file,source_sheet
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Hobby.xlsx,Hobby
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Relationship.xlsx,Relationship
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Relationship.xlsx,Relationship
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Relationship.xlsx,Relationship
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
45949,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\bomeearyter\Wealth.xlsx,Expenditure
45893,129.6,Black Coffee,100 Bicep Curls,08:25:00,Brush,,C:\Users\anbal\Downloads\chill\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,Bath,,C:\Users\anbal\Downloads\chill\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\chill\Health.xlsx,Health
,,30 Almonds,,,,,C:\Users\anbal\Downloads\chill\Health.xlsx,Health
45890,132.6,2 Black Coffee,100 Bicep Curls,07:45:00,Brush,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,Bath,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,25 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Potato Cutlet,,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,7up zero,,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Vitamin water,,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,2 Veggie Protein Crunch,,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
,,Kulfi,,,,,C:\Users\anbal\Downloads\CONTAIN N CONTROL\Health.xlsx,Health
45942,128.8,Electrolyte Drink,60 Bicep Curls,09:00:00,,,C:\Users\anbal\Downloads\DEATH\Progression.xlsx,Health
,,Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\DEATH\Progression.xlsx,Health
,,Cod Liver Oil,20 Lateral Raises,,,,C:\Users\anbal\Downloads\DEATH\Progression.xlsx,Health
,,2 Actimel,,,,,C:\Users\anbal\Downloads\DEATH\Progression.xlsx,Health
45925,128.6,2 Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,2 Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Sindhi Chicken Biryani,60 Kettle Twists,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Vitamin Water Drink,60 Kettle Swings,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Protein Veggie Crunch,,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Club Tropical,,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
,,Protein Bar,,,,,C:\Users\anbal\Downloads\desire\Health.xlsx,Health
45894,,,,,,,C:\Users\anbal\Downloads\desire\Relationship.xlsx,Relationship
45894,,,,,,,C:\Users\anbal\Downloads\desire\Relationship.xlsx,Relationship
,,,,,,,C:\Users\anbal\Downloads\desire\Relationship.xlsx,Relationship
45927,129.2,Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\FAILED\Health.xlsx,Health
,,Cod Liver Oil,60 Shoulder Press,,,,C:\Users\anbal\Downloads\FAILED\Health.xlsx,Health
,,Black Coffee,60 Lateral Raises,,,,C:\Users\anbal\Downloads\FAILED\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\FAILED\Health.xlsx,Health
,,Chicken Gravy,20 Kettle Twists,,,,C:\Users\anbal\Downloads\FAILED\Health.xlsx,Health
45927,,,,,,,C:\Users\anbal\Downloads\FAILED\Hobby.xlsx,Video Gaming
45877,129.4,2 Electrolyte Drink,,,,,C:\Users\anbal\Downloads\fails\Health.xlsx,Health
,,75 Almonds,,,,,C:\Users\anbal\Downloads\fails\Health.xlsx,Health
,,Black Coffee,,,,,C:\Users\anbal\Downloads\fails\Health.xlsx,Health
45947,129,Electrolyte Drink,,10:30:00,,,C:\Users\anbal\Downloads\FUYCKINGSIUODFHUSIPHDUAIOSHDIAOUHSDIAUHSDIHAIDHA\Health.xlsx,Health
,,Spinach,,,,,C:\Users\anbal\Downloads\FUYCKINGSIUODFHUSIPHDUAIOSHDIAOUHSDIAUHSDIHAIDHA\Health.xlsx,Health
,,Cod Liver Oil,,,,,C:\Users\anbal\Downloads\FUYCKINGSIUODFHUSIPHDUAIOSHDIAOUHSDIAUHSDIHAIDHA\Health.xlsx,Health
,,,,,,,C:\Users\anbal\Downloads\FUYCKINGSIUODFHUSIPHDUAIOSHDIAOUHSDIAUHSDIHAIDHA\Health.xlsx,Health
45881,,,,,,,C:\Users\anbal\Downloads\HONKAIWQ\Hobby.xlsx,PC Gaming
45852,132.8,4L water,100 Bicep Curls,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
,,2 Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
,,2 Electrolyte Drink,,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
,,Cod Liver Oil,,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
,,20 Pumpkin Seed,,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
,,20 Almonds,,,,,C:\Users\anbal\Downloads\I HAD ENOUGH IS ENOUGHHHH\Health.xlsx,Sheet1
45908,128.4,Electrolyte Drink,60 Bicep Curls,08:00:00,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,20 Almonds,60 Vertical Raises,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,Chicken Karahi gravy,60 Single Arm Row,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,Cod Liver Oil,60 Kettle Swings,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,fanta zero,8400 Ssteps,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,vitamin drink,,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
,,protein crunch,,,,,C:\Users\anbal\Downloads\INDULGANCE\Health.xlsx,Health
45879,129.2,Electrolyte Drink,100 Bicep Curls,,,,C:\Users\anbal\Downloads\jinwu\Health.xlsx,Health
,,Cod Liver Oil,100 Shoulder Press,,,,C:\Users\anbal\Downloads\jinwu\Health.xlsx,Health
,,Black Coffee,100 Kettle Swings,,,,C:\Users\anbal\Downloads\jinwu\Health.xlsx,Health
,,15 Almonds,,,,,C:\Users\anbal\Downloads\jinwu\Health.xlsx,Health
45879,,,,,,,C:\Users\anbal\Downloads\jinwu\Hobby.xlsx,PC Gaming
45894,131,Black Coffee,100 Bicep Curls,08:30:00,Brush,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,Bath,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,Bistro Salad,100 Kettle Twists,,,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,Chicken Legs,20 Kettle Swings,,,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
,,7 up zero,,,,,C:\Users\anbal\Downloads\kalpass\Health.xlsx,Health
45894,,,,,,,C:\Users\anbal\Downloads\kalpass\Relationship.xlsx,Relationship
,,,,,,,C:\Users\anbal\Downloads\kalpass\Relationship.xlsx,Relationship
45894,,,,,,,C:\Users\anbal\Downloads\kalpass\Wealth.xlsx,Expenditure
45939,128.6,3 Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,2 Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,80 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,,10200 steps,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
45940,127.4,Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,35 Almonds,40 Single Arm Row,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Spinach,,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
,,Chicken Gravy,,,,,C:\Users\anbal\Downloads\LOOPED\Progression.xlsx,Health
45872,129.8,4L water,,,,,C:\Users\anbal\Downloads\LOSER\Health.xlsx,Health
45891,129.2,2 Black Coffee,100 Bicep Curls,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
,,,10200 steps,,,,C:\Users\anbal\Downloads\mathematics\Health.xlsx,Health
45891,,,,,,,C:\Users\anbal\Downloads\mathematics\Hobby.xlsx,PC Gaming
45870,131,Electrolyte Drink,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\NAVY HERON\Health.xlsx,Sheet1
,,Black Coffee,100 Single Arm Row,,,,C:\Users\anbal\Downloads\NAVY HERON\Health.xlsx,Sheet1
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\NAVY HERON\Health.xlsx,Sheet1
,,Spinach,60 Single Arm Row,,,,C:\Users\anbal\Downloads\NAVY HERON\Health.xlsx,Sheet1
,,20 Almonds,100 Kettle Twists,,,,C:\Users\anbal\Downloads\NAVY HERON\Health.xlsx,Sheet1
45860,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Career.xlsx,Career
,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Career.xlsx,Career
45860,130,2 Black Coffee,100 Bicep Curls,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,380 Pumpkin seed,60 Kettle Twists,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Bistro Salad,60 Kettle Swings,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Chicken Gravy,10000 steps,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Vitamin Drink,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
45861,131.2,Black Coffeee,100 Bicep Curls,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,2 Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Cod Liver Oil,60 Shoulder Press,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,30 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,70 Pumpkin seeds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,,13100 steps,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,,100 Bicep Curls,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,,100 Shoulder Press,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
,,,60 Lateral Raises,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Health.xlsx,Health
45860,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Hobby.xlsx,Manga
45861,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Hobby.xlsx,Manga
45860,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Relationship.xlsx,Relationship
45860,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Relationship.xlsx,Relationship
45860,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\OKOKOK I LEARNT\Wealth.xlsx,Expenditure
45876,,Keto Crunch,100 Bicep Curls,,,,C:\Users\anbal\Downloads\paradise lost\Health.xlsx,Health
,,Keto Crunch,60 Shoulder Press,,,,C:\Users\anbal\Downloads\paradise lost\Health.xlsx,Health
,,Mas+ Drink,3530 steps,,,,C:\Users\anbal\Downloads\paradise lost\Health.xlsx,Health
45876,,,,,,,C:\Users\anbal\Downloads\paradise lost\Hobby.xlsx,PC Gaming
45876,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
45876,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\paradise lost\Wealth.xlsx,Expenditure
45935,129.4,Black Coffee,60 Bicep Curls,09:00:00,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
,,Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
,,Sindhi Chicken Biryani,60 Kettle Swings,,,,C:\Users\anbal\Downloads\PATHETIC ADHD LOOSER DIE DIE DIE NO SELF CONTROL FREE WILL IS LIE\Health.xlsx,Health
45931,127.2,Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
,,Cod Liver Oil,60 Shoulder Press,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
,,Black Coffee,60 Lateral Raises,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
,,20 Almonds,60 Single Arm Row,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
,,,60 Kettle Twists,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
,,,60 Kettle Swings,,,,C:\Users\anbal\Downloads\preserve\Health.xlsx,Health
45931,,,,,,,C:\Users\anbal\Downloads\preserve\Hobby.xlsx,Anime
,,,,,,,C:\Users\anbal\Downloads\preserve\Hobby.xlsx,Anime
45931,,,,,,,C:\Users\anbal\Downloads\preserve\Relationship.xlsx,Relationship
45931,,,,,,,C:\Users\anbal\Downloads\preserve\Wealth.xlsx,Expenditure
,,,,,,,C:\Users\anbal\Downloads\preserve\Wealth.xlsx,Expenditure
45835,137,,60 Bicep Curls,06:00:00,Arranged room,Black Coffee,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Shoulder Press,23:00:00,Brush,2 Electrolyte Drink,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Lateral Raises,,Bath,Cod Liver Oil,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Single Arm Row,,,8l water,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Kettle Twists,,,20 Almonds,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Kettle Swings,,,Spinach,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,10000 steps,,,Club Tropical,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,Pollo Picado Pizza,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,Chocolate cake,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,Honey Cashews,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,Chicken Gravy,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
45836,137,,60 Bicep Curls,06:00:00,Arranged room,Black Coffee,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Shoulder Press,,Brush,Electrolyte Drink,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Lateral Raises,,Bath,Cod Liver Oil,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Single Arm Row,,,20 Almonds,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,60 Kettle Twists,,,50 Pumpkin seed,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,10000 steps,,,Spinach,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,Chicken Gravy,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
,,,,,,8l water,C:\Users\anbal\Downloads\Sairam Anbalagan\28.xlsx,Routine
45961,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Dopamine.xlsx,Dopamine
,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Dopamine.xlsx,Dopamine
45961,128.2,2 Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
,,2 Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
,,Cod Liver Oil,40 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
,,60 Almonds,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
,,Spinach,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
,,Chicken Biryani,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Health.xlsx,Health
45807,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Mental Health.xlsx,Meditation
45808,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Mental Health.xlsx,Meditation
45809,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Mental Health.xlsx,Meditation
45812,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Mental Health.xlsx,Meditation
45815,,,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Mental Health.xlsx,Meditation
45780,158,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,15 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,5 Olives,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,3 Eggs,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach and Rocket Leaves,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Protein Coffee,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45781,153.4,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,25 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,5 Olives,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
